file_path,is_high_risk,nargs_fn_nargs,nargs_closure_nargs,nargs_fn_nargs_sum,nargs_closure_nargs_sum,nargs_fn_nargs_avg,nargs_closure_nargs_avg,nargs_fn_nargs_min,nargs_closure_nargs_min,nargs_fn_nargs_max,nargs_closure_nargs_max,nexits_exit,nexits_exit_sum,nexits_exit_avg,nexits_exit_min,nexits_exit_max,cognitive,cognitive_sum,cognitive_avg,cognitive_min,cognitive_max,cyclomatic_cyclomatic,cyclomatic_cyclomatic_sum,cyclomatic_cyclomatic_avg,cyclomatic_cyclomatic_min,cyclomatic_cyclomatic_max,halstead_u_operators,halstead_operators,halstead_u_operands,halstead_operands,halstead_volume,halstead_difficulty,halstead_level,halstead_effort,loc_sloc,loc_ploc,loc_cloc,loc_lloc,loc_blank,mi_mi_original,mi_mi_sei,mi_mi_visual_studio,abc_assignments,abc_branches,abc_conditions,nom_functions,nom_closures,wmc_cyclomatic
Examples/Io/Csv/src/CsvSeedWriter.cpp,true,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,22.0,11.0,0.0,16.0,1.0,26.0,4.333333333333333,1.0,15.0,28.0,561.0,154.0,404.0,7245.021827791742,36.72727272727273,0.027227722772277228,266089.89258435124,208.0,160.0,26.0,89.0,24.0,32.333919797537376,-0.36833492745206087,18.908725027799637,0.0,0.0,0.0,0.0,0.0,0.0
Tests/UnitTests/Fatras/Digitization/ChannelizerTests.cpp,false,0.0,0.0,7.0,4.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,3.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.2,1.0,2.0,21.0,395.0,97.0,340.0,5058.742641280954,36.8041237113402,0.027170868347338936,186182.58999353612,156.0,107.0,11.0,58.0,39.0,42.082191826563204,6.226332164700942,24.609468904422926,0.0,0.0,0.0,0.0,0.0,0.0
Tests/UnitTests/Core/Utilities/MultiIndexTests.cpp,false,0.0,0.0,15.0,0.0,1.1538461538461537,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.1333333333333333,1.0,2.0,17.0,738.0,103.0,623.0,9400.278100623194,51.4126213592233,0.01945047681994146,483292.9386587391,232.0,174.0,33.0,113.0,26.0,31.28068290344146,-1.2616158628139296,18.292797019556406,0.0,0.0,0.0,0.0,0.0,0.0
Core/src/EventData/SeedContainer2.cpp,false,0.0,0.0,13.0,0.0,0.8125,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.3125,0.0,1.0,0.0,7.0,0.4375,0.0,5.0,1.0,28.0,1.5555555555555556,1.0,6.0,22.0,325.0,68.0,203.0,3427.698434862068,32.838235294117645,0.03045230631437528,112559.56772127938,146.0,110.0,8.0,53.0,29.0,41.49942234394966,4.758244090028484,24.268668037397465,0.0,0.0,0.0,0.0,0.0,0.0
Tests/UnitTests/Core/Material/AccumulatedVolumeMaterialTests.cpp,false,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,10.0,367.0,58.0,310.0,4121.212343526479,26.724137931034484,0.03741935483870967,110135.84711148351,112.0,79.0,16.0,51.0,18.0,49.89602446760219,24.527291363990376,29.178961676960345,0.0,0.0,0.0,0.0,0.0,0.0
Core/src/Geometry/TrackingGeometryBuilder.cpp,false,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.4,0.0,1.0,0.0,5.0,1.0,0.0,4.0,1.0,12.0,1.7142857142857142,1.0,5.0,20.0,115.0,40.0,75.0,1122.3092131656185,18.75,0.05333333333333334,21043.297746855347,74.0,52.0,12.0,15.0,11.0,61.99379856640272,44.16735793827125,36.253683372165334,0.0,0.0,0.0,0.0,0.0,0.0
Tests/UnitTests/Core/Utilities/GridBinFinderTests.cpp,false,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.8333333333333334,0.0,2.0,1.0,44.0,3.142857142857143,1.0,7.0,20.0,1845.0,130.0,1499.0,24173.169701018225,115.3076923076923,0.00867244829886591,2787352.41398664,469.0,364.0,14.0,266.0,92.0,8.756642394495913,-45.3638470076365,5.120843505553165,0.0,0.0,0.0,0.0,0.0,0.0
Plugins/Json/src/SurfaceBoundsJsonConverter.cpp,false,0.0,0.0,5.0,0.0,1.6666666666666667,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,11.0,56.0,21.0,41.0,485.0,10.738095238095237,0.09312638580931265,5207.97619047619,31.0,19.0,7.0,8.0,5.0,82.29183305446574,77.00090740713729,48.123878979219725,0.0,0.0,0.0,0.0,0.0,0.0
Tests/UnitTests/Core/Utilities/BinUtilityTests.cpp,false,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,7.0,1.1666666666666667,1.0,2.0,17.0,413.0,110.0,394.0,5639.868542225137,30.445454545454545,0.03284562555986862,171708.3613446544,156.0,108.0,23.0,74.0,27.0,42.66672929481484,14.586179252054357,24.95130368117827,0.0,0.0,0.0,0.0,0.0,0.0
Tests/UnitTests/Core/Utilities/ExtendableTests.cpp,false,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,11.0,144.0,35.0,100.0,1347.7491172779112,15.714285714285714,0.06363636363636364,21178.91470008146,65.0,41.0,11.0,22.0,15.0,64.5227321989576,47.748153955601104,37.73259192921497,0.0,0.0,0.0,0.0,0.0,0.0
Python/Core/src/MagneticField.cpp,false,0.0,0.0,4.0,16.0,2.0,3.2,0.0,0.0,3.0,16.0,0.0,6.0,0.8571428571428571,0.0,5.0,0.0,8.0,1.1428571428571428,0.0,6.0,1.0,7.0,1.75,1.0,3.0,21.0,655.0,168.0,419.0,8121.848363613432,26.1875,0.03818615751789976,212690.90402212675,203.0,157.0,12.0,45.0,35.0,36.504035340682336,-3.933140399157587,21.347389088118323,0.0,0.0,0.0,0.0,0.0,0.0
Core/src/Navigation/TryAllNavigationPolicy.cpp,false,0.0,0.0,15.0,0.0,3.75,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.25,0.0,1.0,0.0,7.0,1.75,0.0,7.0,1.0,15.0,2.5,1.0,10.0,22.0,151.0,52.0,116.0,1657.9240486229296,24.53846153846154,0.04075235109717868,40682.9055008242,73.0,53.0,10.0,17.0,13.0,59.49528512020974,38.78381953388633,34.79256439778348,0.0,0.0,0.0,0.0,0.0,0.0
Plugins/GeoModel/src/GeoModelToDetectorVolume.cpp,false,0.0,0.0,5.0,0.0,1.6666666666666667,0.0,0.0,0.0,3.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,24.0,8.0,0.0,23.0,1.0,21.0,3.5,1.0,15.0,25.0,438.0,97.0,294.0,5073.299731096033,37.88659793814433,0.026394557823129255,192210.0671317311,136.0,113.0,14.0,57.0,10.0,42.21990791009202,11.189551560063748,24.690004625784805,0.0,0.0,0.0,0.0,0.0,0.0
Core/src/Vertexing/GridDensityVertexFinder.cpp,true,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,4.0,0.0,4.0,0.0,29.0,14.5,0.0,25.0,1.0,25.0,6.25,1.0,16.0,28.0,370.0,81.0,245.0,4162.433359737809,42.34567901234568,0.02361516034985423,176261.06696173685,143.0,102.0,25.0,59.0,17.0,41.51587034245219,16.909080085520017,24.27828674997204,0.0,0.0,0.0,0.0,0.0,0.0
Tests/UnitTests/Fatras/Kernel/PointLikeProcessTests.cpp,false,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,1.0,1.0,14.0,366.0,66.0,312.0,4286.267248333632,33.09090909090909,0.030219780219780217,141836.47985394928,156.0,105.0,33.0,50.0,25.0,42.25384073759605,19.473191601308123,24.70984838455909,0.0,0.0,0.0,0.0,0.0,0.0
Examples/Algorithms/TruthTracking/ActsExamples/TruthTracking/TrackParameterSmearing.cpp,false,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,10.0,3.3333333333333335,0.0,4.0,1.0,13.0,2.6,1.0,4.0,25.0,485.0,134.0,366.0,6223.263394946986,34.14179104477612,0.029289617486338796,212473.35844688406,180.0,133.0,20.0,66.0,28.0,38.45664052506835,5.791552995367457,22.489263464952252,0.0,0.0,0.0,0.0,0.0,0.0
Core/src/Seeding/FastStrawLineFitter.cpp,false,0.0,0.0,23.0,0.0,1.5333333333333334,0.0,0.0,0.0,4.0,0.0,0.0,14.0,0.9333333333333333,0.0,4.0,0.0,14.0,0.9333333333333333,0.0,8.0,1.0,30.0,1.6666666666666667,1.0,9.0,29.0,815.0,180.0,650.0,11291.281128498493,52.361111111111114,0.01909814323607427,591224.0257561017,263.0,222.0,17.0,93.0,26.0,25.305816827007448,-16.94946103989955,14.79872329064763,0.0,0.0,0.0,0.0,0.0,0.0
Tests/UnitTests/Core/Propagator/KalmanExtrapolatorTests.cpp,false,0.0,0.0,7.0,0.0,3.5,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,7.0,3.5,0.0,4.0,1.0,16.0,1.7777777777777777,1.0,5.0,28.0,365.0,128.0,295.0,4808.365464449084,32.265625,0.03099273607748184,155144.91693886498,184.0,111.0,51.0,47.0,26.0,38.75185580438625,18.24252017911011,22.661903979173246,0.0,0.0,0.0,0.0,0.0,0.0
Examples/Algorithms/TrackFinding/src/HoughTransformSeeder.cpp,true,0.0,0.0,31.0,2.0,2.2142857142857144,2.0,0.0,0.0,5.0,2.0,0.0,25.0,1.6666666666666667,0.0,6.0,0.0,123.0,8.2,0.0,44.0,1.0,95.0,5.9375,1.0,18.0,38.0,1539.0,271.0,1078.0,21646.41874402575,75.57933579335793,0.013231129772483157,1636021.9509783592,542.0,396.0,84.0,208.0,67.0,-4.742804802913639,-44.23186067053889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Examples/Algorithms/TruthTracking/ActsExamples/TruthTracking/TruthVertexFinder.cpp,false,0.0,0.0,3.0,1.0,1.5,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,13.0,4.333333333333333,0.0,10.0,1.0,26.0,3.7142857142857144,1.0,17.0,25.0,295.0,92.0,198.0,3387.0898067546186,26.902173913043477,0.037171717171717175,91120.07904040958,163.0,107.0,27.0,45.0,31.0,40.23706963541564,14.474224895592908,23.53045007919043,0.0,0.0,0.0,0.0,0.0,0.0
Tests/UnitTests/Core/Geometry/CylinderVolumeBoundsTests.cpp,false,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.2222222222222223,1.0,2.0,21.0,1366.0,212.0,1081.0,19243.663495969024,53.54009433962264,0.018677591295537643,1030307.559014134,427.0,302.0,51.0,174.0,75.0,19.05242597996211,-21.58482233860024,11.14176957892521,0.0,0.0,0.0,0.0,0.0,0.0
Tests/UnitTests/Core/Geometry/TrackingGeometryClosureTests.cpp,true,0.0,0.0,7.0,20.0,1.1666666666666667,1.8181818181818181,0.0,0.0,2.0,14.0,0.0,3.0,0.17647058823529413,0.0,1.0,0.0,16.0,0.9411764705882353,0.0,8.0,1.0,23.0,2.5555555555555554,1.0,8.0,23.0,826.0,149.0,610.0,10664.116187752212,47.080536912751676,0.021240199572344975,502072.3158193407,353.0,232.0,91.0,152.0,38.0,22.445090740631684,-5.580727225412367,13.12578405884894,0.0,0.0,0.0,0.0,0.0,0.0
Plugins/Root/src/TGeoParser.cpp,true,0.0,0.0,3.0,0.0,1.5,0.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,32.0,16.0,0.0,28.0,1.0,22.0,7.333333333333333,1.0,17.0,29.0,362.0,107.0,273.0,4500.538904193965,36.995327102803735,0.027030440823544274,166498.90889954963,133.0,100.0,26.0,53.0,8.0,42.974191512413825,20.170016795255943,25.131106147610424,0.0,0.0,0.0,0.0,0.0,0.0
Tests/UnitTests/Core/Geometry/BlueprintTests.cpp,true,0.0,0.0,30.0,28.0,1.1538461538461537,1.037037037037037,0.0,0.0,8.0,5.0,0.0,4.0,0.07547169811320754,0.0,2.0,0.0,42.0,0.7924528301886793,0.0,6.0,1.0,72.0,2.4827586206896552,1.0,8.0,32.0,4137.0,387.0,2914.0,61419.89616401413,120.47545219638243,0.00830044612216884,7399589.764214457,1239.0,987.0,59.0,554.0,207.0,-18.2699134200941,-78.14477924129505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plugins/Root/src/TGeoCylinderDiscSplitter.cpp,true,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.5,0.0,3.0,0.0,40.0,20.0,0.0,40.0,1.0,19.0,6.333333333333333,1.0,17.0,27.0,560.0,129.0,394.0,6950.273716794585,41.23255813953488,0.024252679075014102,286577.5651134139,190.0,138.0,16.0,86.0,36.0,35.62622115922731,-0.6399837384615275,20.83404746153644,0.0,0.0,0.0,0.0,0.0,0.0
Core/src/Propagator/detail/CovarianceEngine.cpp,false,0.0,0.0,44.0,0.0,8.8,0.0,0.0,0.0,13.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,11.0,2.2,0.0,5.0,1.0,17.0,2.4285714285714284,1.0,5.0,17.0,485.0,106.0,395.0,6109.412764698531,31.67452830188679,0.0315711094564408,193512.76752335203,244.0,166.0,40.0,63.0,39.0,32.70442787773179,2.5586263525489557,19.12539641972619,0.0,0.0,0.0,0.0,0.0,0.0
Examples/Detectors/TGeoDetector/src/TGeoDetector.cpp,true,0.0,0.0,16.0,4.0,2.6666666666666665,2.0,0.0,0.0,5.0,4.0,0.0,5.0,0.625,0.0,2.0,0.0,12.0,1.5,0.0,5.0,1.0,30.0,3.3333333333333335,1.0,12.0,29.0,976.0,260.0,760.0,14191.670984821178,42.38461538461539,0.023593466424682394,601508.5163566514,388.0,288.0,59.0,142.0,43.0,17.817578788192193,-18.539447374447477,10.419636718241048,0.0,0.0,0.0,0.0,0.0,0.0
Core/src/Navigation/MultiNavigationPolicy.cpp,false,0.0,0.0,18.0,2.0,2.25,1.0,0.0,0.0,5.0,1.0,0.0,5.0,0.5,0.0,2.0,0.0,5.0,0.5,0.0,2.0,1.0,22.0,2.2,1.0,4.0,23.0,336.0,75.0,215.0,3644.7051241074796,32.96666666666667,0.030333670374115267,120153.77892474325,139.0,104.0,15.0,37.0,21.0,43.35616242262425,13.450335326331896,25.35448094890307,0.0,0.0,0.0,0.0,0.0,0.0
Examples/Algorithms/Vertexing/src/TruthVertexSeeder.cpp,false,0.0,0.0,11.0,0.0,2.75,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.75,0.0,2.0,0.0,8.0,2.0,0.0,8.0,1.0,11.0,1.8333333333333333,1.0,6.0,19.0,158.0,46.0,96.0,1529.6814245092273,19.82608695652174,0.050438596491228074,30327.596938095983,64.0,42.0,13.0,21.0,14.0,62.96545722773304,48.401575453600806,36.82190481153979,0.0,0.0,0.0,0.0,0.0,0.0
Tests/UnitTests/Core/Geometry/AlignmentContextTests.cpp,false,0.0,0.0,16.0,1.0,0.7619047619047619,1.0,0.0,0.0,3.0,1.0,0.0,17.0,0.7727272727272727,0.0,3.0,0.0,18.0,0.8181818181818182,0.0,4.0,1.0,52.0,1.793103448275862,1.0,4.0,30.0,1286.0,257.0,1003.0,18689.47195516065,58.540856031128406,0.017082087072116982,1094097.6870248716,520.0,369.0,73.0,174.0,81.0,6.582251886776845,-33.48999118077508,3.849270109226225,0.0,0.0,0.0,0.0,0.0,0.0
Tests/Benchmarks/AnnulusBoundsBenchmark.cpp,false,0.0,0.0,4.0,14.0,4.0,1.4,0.0,0.0,4.0,14.0,0.0,6.0,0.5454545454545454,0.0,6.0,0.0,3.0,0.2727272727272727,0.0,3.0,1.0,10.0,5.0,1.0,9.0,27.0,493.0,149.0,336.0,6183.86881185032,30.44295302013423,0.03284832451499118,188255.22772183255,168.0,120.0,25.0,73.0,26.0,40.29734677889816,11.58772241572338,23.565699870700676,0.0,0.0,0.0,0.0,0.0,0.0
Tests/UnitTests/Core/Geometry/TrackingVolumeTests.cpp,false,0.0,0.0,28.0,79.0,1.5555555555555556,1.975,0.0,0.0,2.0,56.0,0.0,1.0,0.017241379310344827,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,1.0,17.0,931.0,102.0,504.0,9894.0634903469,42.0,0.023809523809523808,415550.6665945698,333.0,243.0,64.0,122.0,77.0,23.779702576439576,-7.645069530292709,13.90625881663133,0.0,0.0,0.0,0.0,0.0,0.0
